1	0
1.009035045	0
1.018151722	0
1.027350768	0
1.036632928	0
1.045998953	0
1.055449601	0
1.064985635	0
1.074607828	0
1.084316958	0
1.094113811	0
1.103999178	0
1.11397386	0
1.124038664	0
1.134194404	0
1.144441901	0
1.154781985	0
1.165215492	0
1.175743266	0
1.186366159	0
1.19708503	0
1.207900747	0
1.218814185	0
1.229826226	1
1.240937761	1
1.252149689	0
1.263462918	0
1.274878362	0
1.286396945	0
1.298019599	0
1.309747264	0
1.32158089	0
1.333521432	0
1.345569858	0
1.357727142	0
1.369994268	0
1.382372227	1
1.394862022	0
1.407464663	0
1.42018117	0
1.43301257	0
1.445959903	0
1.459024216	0
1.472206565	0
1.485508017	0
1.498929649	1
1.512472545	2
1.526137803	0
1.539926526	0
1.553839831	0
1.567878844	0
1.582044699	0
1.596338544	0
1.610761535	0
1.625314837	0
1.63999963	1
1.6548171	0
1.669768447	0
1.684854879	1
1.700077619	0
1.715437896	1
1.730936955	1
1.746576048	0
1.762356441	2
1.77827941	0
1.794346244	2
1.810558243	0
1.826916718	0
1.843422992	1
1.860078402	1
1.876884294	0
1.893842027	2
1.910952975	1
1.928218521	0
1.945640062	0
1.963219007	1
1.980956779	0
1.998854812	0
2.016914555	1
2.035137468	1
2.053525026	2
2.072078717	1
2.090800041	0
2.109690513	2
2.128751662	0
2.147985029	0
2.16739217	0
2.186974655	0
2.206734069	1
2.22667201	0
2.246790092	1
2.267089941	0
2.2875732	0
2.308241527	0
2.329096592	0
2.350140085	1
2.371373706	1
2.392799173	0
2.414418221	0
2.436232598	0
2.458244069	0
2.480454414	1
2.502865431	0
2.525478933	0
2.548296748	0
2.571320723	0
2.594552721	2
2.617994622	0
2.64164832	0
2.665515731	0
2.689598786	0
2.713899431	2
2.738419634	2
2.763161378	0
2.788126665	1
2.813317515	1
2.838735965	0
2.864384071	0
2.89026391	0
2.916377574	1
2.942727176	0
2.969314848	0
2.996142741	0
3.023213025	0
3.05052789	0
3.078089547	2
3.105900224	0
3.133962171	0
3.16227766	0
3.190848981	0
3.219678444	0
3.248768383	0
3.278121151	1
3.307739123	0
3.337624694	1
3.367780283	1
3.398208329	0
3.428911294	0
3.459891661	0
3.491151937	0
3.522694651	1
3.554522356	2
3.586637624	0
3.619043056	0
3.651741273	0
3.684734919	0
3.718026664	0
3.751619202	0
3.785515249	0
3.819717549	0
3.854228869	0
3.889051999	0
3.924189758	0
3.959644989	0
3.995420559	0
4.031519363	0
4.067944321	0
4.10469838	0
4.141784514	1
4.179205723	0
4.216965034	0
4.255065502	1
4.29351021	0
4.332302267	1
4.371444813	0
4.410941013	1
